uuid,source,category,material_or_activity,region,activity_name,unit,value_kgco2e,uncertainty_pct,data_quality_score_1to5,reference_year,methodology,allocation,reference,notes,last_updated,meta
7cbbd537-ee68-4137-8a37-31e69d1afcd2,Climatiq,Packaging,Hangtag,Global,Packaging - Hangtag (Global),kgCO2e/item,0.0683,10,4,2020,Process-based,Mass,Climatiq 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-04,"{""env"":""pilot"",""license"":""TBD""}"
8143a264-62b2-439d-9231-4db2c7c27c8b,Ecoinvent,Distribution,3PL Hub,CN,Distribution - 3PL Hub (CN),kgCO2e/item,0.3976,15,4,2019,Consequential,Mass,Ecoinvent 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-25,"{""env"":""pilot"",""license"":""TBD""}"
9a0e841e-0672-4cd2-9688-3da0ea33c514,Ecoinvent,Fibre,Organic Cotton,US,Fibre - Organic Cotton (US),kgCO2e/kg,2.9287,10,1,2024,Consequential,None,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-09,"{""env"":""pilot"",""license"":""TBD""}"
cdaccc7b-cdb9-4770-9242-83e78ffd573c,DEFRA,Retail,Store Electricity,Global,Retail - Store Electricity (Global),kgCO2e/kWh,0.3556,30,3,2025,Consequential,Mass,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-01,"{""env"":""pilot"",""license"":""TBD""}"
13cc2d0f-869a-4afe-b024-871cea7dcc75,Higg MSI,Yarn,Blended Yarn,US,Yarn - Blended Yarn (US),kgCO2e/kg,5.3513,5,3,2025,Attributional,Mass,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-24,"{""env"":""pilot"",""license"":""TBD""}"
f33d85aa-dc09-47c8-b959-009b2cd7da2a,Climatiq,Retail,Store Electricity,Global,Retail - Store Electricity (Global),kgCO2e/kWh,0.4907,5,5,2019,Attributional,None,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-29,"{""env"":""pilot"",""license"":""TBD""}"
61da7c25-6f69-497b-beb1-20bc126fd991,Climatiq,Fabric,Denim,US,Fabric - Denim (US),kgCO2e/kg,17.8693,30,3,2022,Process-based,Mass,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-09,"{""env"":""pilot"",""license"":""TBD""}"
6e71dde5-4df9-44c4-b5bb-e1a9156e77e3,DEFRA,Fibre,Cotton,CN,Fibre - Cotton (CN),kgCO2e/kg,4.0568,15,3,2022,Consequential,Mass,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-01,"{""env"":""pilot"",""license"":""TBD""}"
6a828c88-1a75-4c35-bb4b-2fab6ebb5dfb,Higg MSI,Yarn,Blended Yarn,EU,Yarn - Blended Yarn (EU),kgCO2e/kg,5.5544,5,3,2022,Attributional,Mass,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-28,"{""env"":""pilot"",""license"":""TBD""}"
6fafc809-ccb5-43b7-860d-1145ddb4e3f0,Climatiq,Transport,Truck Euro6,EU,Transport - Truck Euro6 (EU),kgCO2e/tonne-km,0.3801,20,5,2024,Hybrid,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-13,"{""env"":""pilot"",""license"":""TBD""}"
2297ce7a-1187-46bd-8f47-b2f200839e5f,DEFRA,Dyeing & Finishing,Vat Dyeing,EU,Dyeing & Finishing - Vat Dyeing (EU),kgCO2e/kg,1.9906,20,5,2021,Consequential,None,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-12,"{""env"":""pilot"",""license"":""TBD""}"
0db1caa6-4fd6-45c0-8548-85811a7e73d6,Higg MSI,Office & IT,Laptop Usage,Global,Office & IT - Laptop Usage (Global),kgCO2e/kWh,0.5873,15,4,2019,Hybrid,Mass,Higg MSI 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-24,"{""env"":""pilot"",""license"":""TBD""}"
b93c8169-c6d5-4fea-aaf3-84d30c1d7ff7,Higg MSI,Packaging,Hangtag,US,Packaging - Hangtag (US),kgCO2e/item,0.1676,10,2,2025,Consequential,None,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-18,"{""env"":""pilot"",""license"":""TBD""}"
24107de5-125e-4548-852d-f24f26815d3d,DEFRA,Packaging,Hangtag,TR,Packaging - Hangtag (TR),kgCO2e/item,0.2492,15,3,2025,Hybrid,Economic,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-08,"{""env"":""pilot"",""license"":""TBD""}"
f2fa6a57-bc25-4a1e-8a1c-bd44f1685c55,DEFRA,Fabric,Denim,CN,Fabric - Denim (CN),kgCO2e/kg,7.5566,20,3,2025,Consequential,Energy Content,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-24,"{""env"":""pilot"",""license"":""TBD""}"
34226dc1-a6a3-4a71-81ea-a6e43e076450,Higg MSI,Yarn,Ring Spun,US,Yarn - Ring Spun (US),kgCO2e/kg,1.308,20,5,2023,Consequential,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-21,"{""env"":""pilot"",""license"":""TBD""}"
71437017-205f-451e-9c54-91f73e1eab3a,Climatiq,Retail,E-commerce Ops,TR,Retail - E-commerce Ops (TR),kgCO2e/kWh,0.5769,15,4,2024,Process-based,Energy Content,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-30,"{""env"":""pilot"",""license"":""TBD""}"
cb75acde-b2ea-4e94-aefc-304b85153173,Higg MSI,Garment,Hoodie,US,Garment - Hoodie (US),kgCO2e/item,24.2905,10,2,2022,Hybrid,Energy Content,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-09,"{""env"":""pilot"",""license"":""TBD""}"
3c4fa521-9588-45ac-bdf2-ed35cb0af364,Ecoinvent,Fibre,Viscose,TR,Fibre - Viscose (TR),kgCO2e/kg,8.7658,15,3,2022,Process-based,None,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-28,"{""env"":""pilot"",""license"":""TBD""}"
68adf174-1bb9-4e79-9c02-c3f553aa4a3f,DEFRA,Transport,Air Freight,EU,Transport - Air Freight (EU),kgCO2e/tonne-km,1.1559,50,4,2024,Attributional,None,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-15,"{""env"":""pilot"",""license"":""TBD""}"
8e58819b-a0d6-4b0a-a604-26df5660f8b3,Higg MSI,Dyeing & Finishing,Digital Printing,EU,Dyeing & Finishing - Digital Printing (EU),kgCO2e/kg,3.1538,40,3,2021,Attributional,None,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-20,"{""env"":""pilot"",""license"":""TBD""}"
8aba2bc2-7ead-4b07-9f3b-686eef8ee2f6,Climatiq,Yarn,Filament,EU,Yarn - Filament (EU),kgCO2e/kg,1.921,10,3,2024,Process-based,Energy Content,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-01,"{""env"":""pilot"",""license"":""TBD""}"
d747d9a5-dea8-452a-8683-9a707abdab31,Higg MSI,Fibre,Wool,CN,Fibre - Wool (CN),kgCO2e/kg,10.1877,30,3,2023,Consequential,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-23,"{""env"":""pilot"",""license"":""TBD""}"
702d250e-5755-4816-807d-b52f8e639514,Ecoinvent,Office & IT,Office Heating,US,Office & IT - Office Heating (US),kgCO2e/kWh,0.5347,15,5,2023,Consequential,Economic,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-28,"{""env"":""pilot"",""license"":""TBD""}"
03e6823c-454e-498b-a4b6-36d9d4aec513,Higg MSI,Garment,Dress,EU,Garment - Dress (EU),kgCO2e/item,3.0668,15,4,2020,Process-based,Energy Content,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-09,"{""env"":""pilot"",""license"":""TBD""}"
08d1fefe-81dd-46e1-a501-f0f517ef3ce5,Ecoinvent,Garment,Shirt,CN,Garment - Shirt (CN),kgCO2e/item,7.2089,10,1,2023,Consequential,Mass,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-06,"{""env"":""pilot"",""license"":""TBD""}"
e63c0667-45e4-44c9-9103-e1a687bbe852,Ecoinvent,Office & IT,Laptop Usage,Global,Office & IT - Laptop Usage (Global),kgCO2e/kWh,0.2919,10,4,2022,Process-based,Mass,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-07,"{""env"":""pilot"",""license"":""TBD""}"
34d95c9b-cfe4-4639-ba1c-b5d1c4b8ff26,DEFRA,Garment,T-Shirt,CN,Garment - T-Shirt (CN),kgCO2e/item,11.8565,20,2,2025,Consequential,None,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-04,"{""env"":""pilot"",""license"":""TBD""}"
6f05b451-2001-454d-b60e-057cb773363e,Ecoinvent,Distribution,3PL Hub,US,Distribution - 3PL Hub (US),kgCO2e/item,0.5663,5,4,2023,Consequential,Mass,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-24,"{""env"":""pilot"",""license"":""TBD""}"
e86a7793-990b-4902-8089-9ea61ea5a767,DEFRA,Fibre,Wool,Global,Fibre - Wool (Global),kgCO2e/kg,9.6956,15,3,2022,Hybrid,Mass,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-27,"{""env"":""pilot"",""license"":""TBD""}"
a71e3628-fc1b-4ff9-95a1-24ad6de79f8a,Ecoinvent,Fibre,Cotton,EU,Fibre - Cotton (EU),kgCO2e/kg,11.3891,15,3,2022,Consequential,Energy Content,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-20,"{""env"":""pilot"",""license"":""TBD""}"
0901b711-7202-4897-8f3d-6e4997256ad6,Climatiq,Dyeing & Finishing,Digital Printing,US,Dyeing & Finishing - Digital Printing (US),kgCO2e/kg,7.7589,5,3,2019,Consequential,Mass,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-21,"{""env"":""pilot"",""license"":""TBD""}"
1f5cb246-0c3f-4629-a78e-03e194c10faf,Higg MSI,Office & IT,Office Heating,Global,Office & IT - Office Heating (Global),kgCO2e/kWh,0.5259,20,4,2025,Consequential,None,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-28,"{""env"":""pilot"",""license"":""TBD""}"
bcd6c4a8-f05e-4824-af8a-5350759ecd63,Climatiq,Office & IT,Data Center kWh,US,Office & IT - Data Center kWh (US),kgCO2e/kWh,0.6089,40,3,2025,Process-based,None,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-04,"{""env"":""pilot"",""license"":""TBD""}"
6f0d38fc-308e-43ab-88c8-55c16c28a5dc,Ecoinvent,Transport,Truck Euro6,TR,Transport - Truck Euro6 (TR),kgCO2e/tonne-km,0.5453,20,4,2022,Hybrid,None,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-14,"{""env"":""pilot"",""license"":""TBD""}"
3b9b1505-9441-4db6-b6bd-ca870369e87c,DEFRA,Dyeing & Finishing,Digital Printing,EU,Dyeing & Finishing - Digital Printing (EU),kgCO2e/kg,8.6603,30,2,2022,Process-based,Economic,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-29,"{""env"":""pilot"",""license"":""TBD""}"
d7bb54d7-ade9-4d05-9b09-f158ba0fd72c,DEFRA,Yarn,Filament,TR,Yarn - Filament (TR),kgCO2e/kg,6.0518,15,4,2024,Attributional,None,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-02,"{""env"":""pilot"",""license"":""TBD""}"
98dfcfc7-439a-4d86-b89a-6f1cf650c9c8,Climatiq,Garment,Shirt,CN,Garment - Shirt (CN),kgCO2e/item,18.8666,10,2,2022,Consequential,None,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-25,"{""env"":""pilot"",""license"":""TBD""}"
b58eac14-705d-4ebc-9e4e-ab94576a7e6a,Climatiq,Distribution,3PL Hub,Global,Distribution - 3PL Hub (Global),kgCO2e/item,0.3723,30,3,2018,Consequential,Economic,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-21,"{""env"":""pilot"",""license"":""TBD""}"
35f691b6-cb27-4111-910d-9014500b03fb,Climatiq,Fabric,Denim,Global,Fabric - Denim (Global),kgCO2e/kg,13.1061,15,1,2022,Hybrid,Energy Content,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-27,"{""env"":""pilot"",""license"":""TBD""}"
9dde3a17-fbab-4320-b7d7-529383efb291,Higg MSI,Office & IT,Data Center kWh,TR,Office & IT - Data Center kWh (TR),kgCO2e/kWh,0.6016,20,4,2023,Process-based,Mass,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-26,"{""env"":""pilot"",""license"":""TBD""}"
3b688474-8ce8-4ae0-bd00-ecbfc52b0aad,DEFRA,Yarn,Ring Spun,CN,Yarn - Ring Spun (CN),kgCO2e/kg,2.4359,30,3,2024,Process-based,Mass,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-26,"{""env"":""pilot"",""license"":""TBD""}"
1ad9a315-d244-4594-9d83-e7809e8b57c3,Higg MSI,Distribution,Warehouse (Ambient),EU,Distribution - Warehouse (Ambient) (EU),kgCO2e/item,0.1546,30,4,2024,Attributional,Economic,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-18,"{""env"":""pilot"",""license"":""TBD""}"
be1ba7ad-f351-497c-b218-8677fbbfb47f,Ecoinvent,Transport,Rail,EU,Transport - Rail (EU),kgCO2e/tonne-km,1.0653,20,5,2018,Process-based,Economic,Ecoinvent 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-07,"{""env"":""pilot"",""license"":""TBD""}"
32a7b34f-d335-4257-af7d-eeaeb1c6c53b,Ecoinvent,Distribution,Warehouse (Ambient),EU,Distribution - Warehouse (Ambient) (EU),kgCO2e/item,0.5175,5,3,2018,Consequential,None,Ecoinvent 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-14,"{""env"":""pilot"",""license"":""TBD""}"
2d323653-701b-4a17-91df-e95332ca3811,Ecoinvent,Garment,Shirt,EU,Garment - Shirt (EU),kgCO2e/item,5.2691,15,5,2020,Consequential,Energy Content,Ecoinvent 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-05,"{""env"":""pilot"",""license"":""TBD""}"
58320bff-c6dd-41fb-bb7f-2c6051a0c962,Climatiq,Fabric,Knit,Global,Fabric - Knit (Global),kgCO2e/kg,13.798,15,5,2024,Hybrid,Mass,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-10,"{""env"":""pilot"",""license"":""TBD""}"
84ab704a-2290-4f59-9111-6ee61bda455b,Higg MSI,Office & IT,Data Center kWh,EU,Office & IT - Data Center kWh (EU),kgCO2e/kWh,0.4937,40,2,2020,Consequential,Energy Content,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-29,"{""env"":""pilot"",""license"":""TBD""}"
bab62a8c-6379-4623-8fc3-f95a52700c75,Ecoinvent,Retail,Store Electricity,EU,Retail - Store Electricity (EU),kgCO2e/kWh,0.2799,10,2,2024,Attributional,Economic,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-28,"{""env"":""pilot"",""license"":""TBD""}"
4e008619-7237-4e66-8de4-43791d823d31,Climatiq,Dyeing & Finishing,Heat Setting,TR,Dyeing & Finishing - Heat Setting (TR),kgCO2e/kg,3.2288,30,3,2018,Process-based,None,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-27,"{""env"":""pilot"",""license"":""TBD""}"
5ca488b1-c8a7-40a6-9288-1ef3f68f18e2,Ecoinvent,Packaging,Carton Box,Global,Packaging - Carton Box (Global),kgCO2e/item,0.0851,10,4,2022,Attributional,Mass,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-17,"{""env"":""pilot"",""license"":""TBD""}"
a9923939-ab56-491b-8077-fbd51b9b90fb,Climatiq,Dyeing & Finishing,Disperse Dyeing,EU,Dyeing & Finishing - Disperse Dyeing (EU),kgCO2e/kg,9.4415,15,5,2022,Consequential,Economic,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-30,"{""env"":""pilot"",""license"":""TBD""}"
11a6dc28-86dd-4dd4-ae50-a97973f5b900,Higg MSI,Fibre,Wool,EU,Fibre - Wool (EU),kgCO2e/kg,3.8013,10,5,2020,Consequential,Mass,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-27,"{""env"":""pilot"",""license"":""TBD""}"
4d234a2a-f7c8-4cae-8426-84011fd2e889,Ecoinvent,Office & IT,Office Heating,US,Office & IT - Office Heating (US),kgCO2e/kWh,0.5942,40,4,2024,Attributional,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-31,"{""env"":""pilot"",""license"":""TBD""}"
511e03e9-f1bc-46cf-ac39-ebc66749e17a,Climatiq,Packaging,Carton Box,EU,Packaging - Carton Box (EU),kgCO2e/item,0.17,15,4,2019,Process-based,Economic,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-18,"{""env"":""pilot"",""license"":""TBD""}"
ade4ccc9-1571-4674-8ae9-0f3ddd9be0df,DEFRA,Fabric,Knit,CN,Fabric - Knit (CN),kgCO2e/kg,10.3252,40,5,2021,Consequential,Economic,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-22,"{""env"":""pilot"",""license"":""TBD""}"
b25e7fa6-8e5c-4ef5-87f2-81b90fc0ed58,Ecoinvent,Office & IT,Laptop Usage,TR,Office & IT - Laptop Usage (TR),kgCO2e/kWh,0.2445,40,3,2025,Consequential,Energy Content,Ecoinvent 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-22,"{""env"":""pilot"",""license"":""TBD""}"
fbbb4b98-d581-4b2b-9768-73d3bbcc122a,Higg MSI,Garment,Hoodie,CN,Garment - Hoodie (CN),kgCO2e/item,22.954,10,2,2019,Attributional,Economic,Higg MSI 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-24,"{""env"":""pilot"",""license"":""TBD""}"
b8f94b64-b594-4cdc-99a9-bfaa16b6a2ac,Higg MSI,Office & IT,Office Heating,Global,Office & IT - Office Heating (Global),kgCO2e/kWh,0.4995,10,2,2025,Attributional,Energy Content,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-10,"{""env"":""pilot"",""license"":""TBD""}"
3f77695b-5d89-4a9a-bc3e-f1785a6d85d7,Climatiq,Fibre,Wool,EU,Fibre - Wool (EU),kgCO2e/kg,11.0055,5,4,2025,Hybrid,Energy Content,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-25,"{""env"":""pilot"",""license"":""TBD""}"
a4f84b0c-7b2f-4a0e-b470-16cfdf37c8bb,Climatiq,Retail,Returns Processing,Global,Retail - Returns Processing (Global),kgCO2e/kWh,0.3575,10,3,2021,Attributional,Mass,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-06,"{""env"":""pilot"",""license"":""TBD""}"
b1b04e95-035f-4377-8bd7-090715cb43d2,Higg MSI,Packaging,Carton Box,US,Packaging - Carton Box (US),kgCO2e/item,0.1143,10,2,2024,Process-based,Mass,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-17,"{""env"":""pilot"",""license"":""TBD""}"
0d17286d-6718-468b-8d9c-55e3fee8ed8e,Climatiq,Retail,E-commerce Ops,CN,Retail - E-commerce Ops (CN),kgCO2e/kWh,0.4327,40,5,2021,Attributional,Mass,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-17,"{""env"":""pilot"",""license"":""TBD""}"
f0f40d36-e9f5-4566-bb69-274232d2ed38,Ecoinvent,Yarn,Filament,EU,Yarn - Filament (EU),kgCO2e/kg,7.2855,15,5,2022,Consequential,Energy Content,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-27,"{""env"":""pilot"",""license"":""TBD""}"
b536531a-0028-44fa-8953-b0dbebf92ea4,Higg MSI,Office & IT,Data Center kWh,TR,Office & IT - Data Center kWh (TR),kgCO2e/kWh,0.4109,10,3,2018,Hybrid,Energy Content,Higg MSI 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-17,"{""env"":""pilot"",""license"":""TBD""}"
